table,columns
aws_ec2_ami_shared,"{name,image_id,state,image_type,image_location,boot_mode,source_instance_id,tpm_support,creation_date,deprecation_time,architecture,description,ena_support,hypervisor,image_owner_alias,imds_support,kernel_id,owner_id,platform,platform_details,public,ramdisk_id,root_device_name,root_device_type,sriov_net_support,usage_operation,virtualization_type,image_ids,owner_ids,block_device_mappings,state_reason,product_codes,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ebs_volume,"{volume_id,arn,volume_type,state,create_time,auto_enable_io,availability_zone,encrypted,fast_restored,iops,throughput,kms_key_id,multi_attach_enabled,outpost_arn,size,snapshot_id,attachments,product_codes,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_appsync_graphql_api,"{name,api_id,arn,api_type,authentication_type,merged_api_execution_role_arn,owner,owner_contact,visibility,waf_web_acl_arn,query_depth_limit,resolver_count_limit,xray_enabled,log_config,open_id_connect_config,additional_authentication_providers,dns,lambda_authorizer_config,uris,user_pool_config,enhanced_metrics_config,api_cache,introspection_config,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_capacity_reservation,"{capacity_reservation_id,capacity_reservation_arn,instance_type,capacity_reservation_fleet_id,outpost_arn,placement_group_arn,reservation_type,state,availability_zone,availability_zone_id,available_instance_count,create_date,ebs_optimized,end_date,end_date_type,ephemeral_storage,instance_match_criteria,instance_platform,owner_id,start_date,tenancy,total_instance_count,capacity_allocations,tag_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_classic_load_balancer,"{name,arn,scheme,created_time,vpc_id,access_log_emit_interval,access_log_enabled,access_log_s3_bucket_name,access_log_s3_bucket_prefix,canonical_hosted_zone_name,canonical_hosted_zone_name_id,connection_draining_enabled,connection_draining_timeout,connection_settings_idle_timeout,cross_zone_load_balancing_enabled,dns_name,health_check_interval,health_check_timeout,healthy_threshold,health_check_target,source_security_group_name,source_security_group_owner_alias,unhealthy_threshold,additional_attributes,app_cookie_stickiness_policies,availability_zones,backend_server_descriptions,instances,lb_cookie_stickiness_policies,listener_descriptions,other_policies,security_groups,sample_policy_descriptions,policy_descriptions,subnets,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_ami,"{name,image_id,state,image_type,image_location,boot_mode,source_instance_id,tpm_support,creation_date,deprecation_time,architecture,description,ena_support,hypervisor,image_owner_alias,imds_support,kernel_id,owner_id,platform,platform_details,public,ramdisk_id,root_device_name,root_device_type,sriov_net_support,usage_operation,virtualization_type,block_device_mappings,product_codes,state_reason,launch_permissions,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sfn_state_machine_execution_history,"{id,execution_arn,previous_event_id,timestamp,type,activity_failed_event_details,activity_schedule_failed_event_details,activity_scheduled_event_details,activity_started_event_details,activity_succeeded_event_details,activity_timed_out_event_details,execution_aborted_event_details,execution_failed_event_details,execution_started_event_details,execution_succeeded_event_details,execution_timed_out_event_details,lambda_function_failed_event_details,lambda_function_schedule_failed_event_details,lambda_function_scheduled_event_details,lambda_function_start_failed_event_details,lambda_function_succeeded_event_details,lambda_function_timed_out_event_details,map_iteration_aborted_event_details,map_iteration_failed_event_details,map_iteration_started_event_details,map_iteration_succeeded_event_details,map_state_started_event_details,state_entered_event_details,state_exited_event_details,task_failed_event_details,task_scheduled_event_details,task_start_failed_event_details,task_started_event_details,task_submit_failed_event_details,task_submitted_event_details,task_succeeded_event_details,task_timed_out_event_details,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_bucket_intelligent_tiering_configuration,"{bucket_name,id,status,tierings,filter,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_network_acl,"{network_acl_id,arn,is_default,vpc_id,owner_id,associations,entries,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_association,"{association_id,association_name,arn,document_name,date,compliance_severity,apply_only_at_cron_interval,association_version,automation_target_parameter_name,document_version,instance_id,last_execution_date,last_successful_execution_date,last_update_association_date,schedule_expression,max_concurrency,max_errors,sync_compliance,schedule_offset,overview,output_location,parameters,status,targets,alarm_configuration,triggered_alarms,calendar_names,target_locations,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_instance_availability,"{instance_type,location,location_type,title,akas,sp_connection_name,sp_ctx,_ctx}"
aws_inspector2_coverage,"{source_account_id,resource_id,resource_type,scan_type,last_scanned_at,ec2_ami_id,ecr_image_tag,ecr_repository_name,ecr_repository_scan_frequency,lambda_function_name,lambda_function_runtime,scan_status_reason,scan_status_code,ec2_platform,ec2_instance_tags,ecr_image_tags,lambda_function_tags,lambda_function_layers,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_resource_daily,"{resource_id,dimension_key,dimension_value,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_route,"{route_table_id,state,destination_cidr_block,destination_ipv6_cidr_block,carrier_gateway_id,destination_prefix_list_id,egress_only_internet_gateway_id,gateway_id,instance_id,instance_owner_id,local_gateway_id,nat_gateway_id,network_interface_id,transit_gateway_id,vpc_peering_connection_id,origin,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_read_iops_hourly,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_identitystore_user,"{identity_store_id,name,display_name,nick_name,locale,preferred_language,profile_url,timezone,user_type,id,addresses,emails,external_ids,phone_numbers,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_client_vpn_endpoint,"{client_vpn_endpoint_id,transport_protocol,client_cidr_block,creation_time,deletion_time,description,dns_name,self_service_portal_url,server_certificate_arn,session_timeout_hours,split_tunnel,vpc_id,vpn_port,authentication_options,client_connect_options,connection_log_options,client_login_banner_options,dns_servers,security_group_ids,status,associated_target_networks,tags_src,vpn_protocol,title,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_domain,"{domain_name,arn,abuse_contact_email,abuse_contact_phone,admin_privacy,auto_renew,creation_date,expiration_date,registrant_privacy,registrar_name,registrar_url,registry_domain_id,reseller,tech_privacy,transfer_lock,updated_date,who_is_server,billing_privacy,billing_contact,dnssec_keys,nameservers,registrant_contact,status_list,tech_contact,admin_contact,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudfront_origin_request_policy,"{name,id,comment,etag,last_modified_time,cookies_config,headers_config,query_strings_config,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_reserved_cache_node,"{reserved_cache_node_id,arn,reserved_cache_nodes_offering_id,state,cache_node_type,cache_node_count,duration,fixed_price,offering_type,product_description,start_time,usage_price,recurring_charges,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_mq_broker,"{broker_name,broker_id,arn,broker_state,deployment_mode,created,host_instance_type,authentication_strategy,data_replication_mode,engine_type,engine_version,pending_authentication_strategy,pending_data_replication_mode,pending_engine_version,pending_host_instance_type,publicly_accessible,storage_type,auto_minor_version_upgrade,actions_required,broker_instances,configurations,data_replication_metadata,encryption_options,ldap_server_metadata,logs,pending_ldap_server_metadata,maintenance_window_start_time,pending_data_replication_metadata,pending_security_groups,security_groups,subnet_ids,users,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudformation_stack_set,"{stack_set_id,stack_set_name,arn,status,description,drift_status,last_drift_check_timestamp,permission_model,administration_role_arn,execution_role_name,template_body,auto_deployment,capabilities,organizational_unit_ids,parameters,stack_set_drift_detection_details,managed_execution,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_mgn_application,"{name,application_id,arn,creation_date_time,description,is_archived,last_modified_date_time,wave_id,application_aggregated_status,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gatewayv2_api,"{name,api_id,api_endpoint,description,api_gateway_managed,protocol_type,api_key_selection_expression,disable_execute_api_endpoint,disable_schema_validation,route_selection_expression,version,created_date,cors_configuration,import_info,warnings,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_subnet,"{subnet_id,subnet_arn,vpc_id,cidr_block,state,owner_id,assign_ipv6_address_on_creation,available_ip_address_count,availability_zone,availability_zone_id,customer_owned_ipv4_pool,default_for_az,map_customer_owned_ip_on_launch,map_public_ip_on_launch,outpost_arn,ipv6_cidr_block_association_set,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_efs_file_system,"{name,file_system_id,arn,owner_id,creation_token,creation_time,automatic_backups,life_cycle_state,availability_zone_id,availability_zone_name,replication_overwrite_protection,number_of_mount_targets,performance_mode,encrypted,kms_key_id,throughput_mode,provisioned_throughput_in_mibps,size_in_bytes,policy,policy_std,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ses_email_identity,"{identity,arn,verification_status,notification_attributes,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_verified_access_trust_provider,"{verified_access_trust_provider_id,creation_time,description,device_trust_provider_type,last_updated_time,policy_reference_name,trust_provider_type,user_trust_provider_type,oidc_options,tags_src,title,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gateway_account,"{cloudwatch_role_arn,api_key_version,throttle_burst_limit,throttle_rate_limit,features,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector_assessment_target,"{name,arn,resource_group_arn,created_at,updated_at,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gateway_api_key,"{name,id,enabled,created_date,last_updated_date,customer_id,description,value,stage_keys,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_function_metric_errors_daily,"{name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_bedrock_custom_model,"{base_model_arn,base_model_name,creation_time,arn,model_name,customization_type,model_status,owner_account_id,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_batch_queue,"{job_queue_name,arn,state,status,priority,compute_environment_order,scheduling_policy_arn,status_reason,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_waf_rule_group,"{name,arn,rule_group_id,metric_name,activated_rules,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecr_image,"{repository_name,artifact_media_type,image_digest,image_uri,image_manifest_media_type,image_pushed_at,image_size_in_bytes,last_recorded_pull_time,registry_id,image_scan_findings_summary,image_scan_status,image_tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lightsail_instance,"{name,arn,blueprint_id,blueprint_name,bundle_id,created_at,hardware,ip_address_type,ip_v6_addresses,is_static_ip,availability_zone,metadata_options,networking,add_ons,private_ip_address,public_ip_address,resource_type,ssh_key_name,state_code,state_name,support_code,username,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_instance_metric_cpu_utilization_hourly,"{instance_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_service_specific_credential,"{service_name,service_specific_credential_id,create_date,service_user_name,status,user_name,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssmincidents_response_plan,"{arn,name,display_name,incident_template,actions,chat_channel,engagements,integrations,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_layer,"{layer_name,layer_arn,created_date,description,layer_version_arn,license_info,version,compatible_architectures,compatible_runtimes,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_workspaces_directory,"{directory_id,name,arn,alias,certificate_based_auth_properties,customer_user_name,directory_type,dns_ip_addresses,iam_role_id,ip_group_ids,registration_code,saml_properties,selfservice_permissions,state,subnet_ids,tenancy,workspace_access_properties,workspace_creation_properties,workspace_security_group_id,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_directory_service_certificate,"{directory_id,certificate_id,common_name,type,state,expiry_date_time,registered_date_time,state_reason,client_cert_auth_settings,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_resource_explorer_index,"{arn,type,region,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eks_node_group,"{nodegroup_name,arn,cluster_name,created_at,status,ami_type,capacity_type,disk_size,modified_at,node_role,release_version,version,health,instance_types,labels,launch_template,remote_access,resources,scaling_config,subnets,tags,taints,update_config,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_appsync_api,"{api_id,name,arn,created,dns,event_config,owner_contact,waf_web_acl_arn,xray_enabled,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_role,"{name,arn,role_id,assume_role_policy_document,create_date,description,instance_profile_arns,max_session_duration,path,permissions_boundary_arn,permissions_boundary_type,role_last_used_date,role_last_used_region,tags_src,inline_policies,inline_policies_std,attached_policy_arns,assume_role_policy,assume_role_policy_std,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_shield_attack,"{attack_id,resource_arn,start_time,end_time,attack_vectors,sub_resources,attack_counters,attack_properties,mitigations,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_quicksight_group,"{group_name,arn,quicksight_account_id,description,principal_id,namespace,group_members,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_spot_fleet_request,"{spot_fleet_request_id,spot_fleet_request_state,activity_status,create_time,type,target_capacity,target_capacity_unit_type,allocation_strategy,iam_fleet_role,spot_price,spot_max_total_price,on_demand_target_capacity,on_demand_allocation_strategy,on_demand_max_total_price,fulfilled_capacity,on_demand_fulfilled_capacity,excess_capacity_termination_policy,instance_interruption_behavior,instance_pools_to_use_count,replace_unhealthy_instances,terminate_instances_with_expiration,valid_from,valid_until,client_token,context,launch_specifications,launch_template_configs,load_balancers_config,spot_maintenance_strategies,tag_specifications,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_athena_query_execution,"{id,workgroup,catalog,database,query,effective_engine_version,selected_engine_version,execution_parameters,statement_type,substatement_type,state,state_change_reason,submission_date_time,completion_date_time,error_message,error_type,error_category,retryable,data_manifest_location,data_scanned_in_bytes,engine_execution_time_in_millis,query_planning_time_in_millis,query_queue_time_in_millis,service_processing_time_in_millis,total_execution_time_in_millis,reused_previous_result,s3_acl_option,encryption_option,kms_key,expected_bucket_owner,output_location,result_reuse_by_age_enabled,result_reuse_by_age_mag_age_in_minutes,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_kinesis_consumer,"{consumer_name,consumer_arn,stream_arn,consumer_status,consumer_creation_timestamp,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_resolver_query_log_config,"{id,name,arn,creation_time,status,association_count,ip_address_count,creator_request_id,destination_arn,owner_id,share_status,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_endpoint_service,"{service_name,service_id,owner,acceptance_required,manages_vpc_endpoints,private_dns_name,private_dns_name_verification_state,vpc_endpoint_policy_supported,availability_zones,base_endpoint_dns_names,service_type,vpc_endpoint_connections,vpc_endpoint_service_permissions,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_update_action,"{cache_cluster_id,replication_group_id,engine,estimated_update_time,nodes_updated,service_update_name,service_update_recommended_apply_by_date,service_update_release_date,service_update_severity,service_update_status,service_update_type,sla_met,update_action_available_date,update_action_status,update_action_status_modified_date,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_drs_job,"{job_id,arn,initiated_by,status,type,creation_date_time,end_date_time,participating_servers,participating_resources,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_finding,"{id,arn,company_name,confidence,created_at,compliance_status,updated_at,criticality,description,first_observed_at,generator_id,last_observed_at,product_arn,product_name,record_state,schema_version,source_url,processed_at,sample,verification_state,workflow_status,standards_control_arn,action,compliance,finding_provider_fields,malware,network,network_path,note,patch_summary,process,product_fields,related_findings,generator_details,threats,types,remediation,resources,severity,threat_intel_indicators,user_defined_fields,vulnerabilities,source_account_id,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_datasync_task,"{arn,name,status,task_mode,source_location_arn,destination_location_arn,cloud_watch_log_group_arn,creation_time,current_task_execution_arn,error_detail,error_code,excludes,includes,manifest_config,options,schedule,schedule_details,source_network_interface_arns,destination_network_interface_arns,task_report_config,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_organizations_delegated_administrator,"{id,arn,email,name,status,joined_method,joined_timestamp,delegation_enabled_date,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_quicksight_data_source,"{name,data_source_id,quicksight_account_id,arn,created_time,last_updated_time,status,type,vpc_connection_properties,ssl_properties,error_info,data_source_parameters,alternate_data_source_parameters,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_consolidated_report,"{workload_name,workload_arn,workload_id,include_shared_resources,base64_string,lenses_applied_count,metric_type,updated_at,lenses,risk_counts,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_appautoscaling_target,"{service_namespace,resource_id,scalable_target_arn,scalable_dimension,creation_time,min_capacity,max_capacity,role_arn,suspended_state,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_connect_instance_attribute,"{instance_id,attribute_type,value,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_answer,"{question_id,lens_alias,workload_id,helpful_resource_display_text,helpful_resource_url,improvement_plan_url,is_applicable,lens_arn,milestone_number,notes,pillar_id,question_description,question_title,reason,risk,choice_answers,choices,selected_choices,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_shield_drt_access,"{role_arn,log_bucket_list,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_account_alternate_contact,"{name,contact_type,email_address,phone_number,contact_title,linked_account_id,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_redshift_parameter_group,"{name,description,family,parameters,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gateway_usage_plan,"{name,id,product_code,description,quota,throttle,api_stages,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_kinesis_firehose_delivery_stream,"{delivery_stream_name,arn,delivery_stream_status,delivery_stream_type,version_id,create_timestamp,has_more_destinations,last_update_timestamp,delivery_stream_encryption_configuration,destinations,failure_description,source,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_vpc_association_authorization,"{hosted_zone_id,vpc_id,vpc_region,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_application_load_balancer_metric_request_count_daily,"{name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_traffic_policy_instance,"{name,id,hosted_zone_id,message,state,traffic_policy_id,traffic_policy_type,traffic_policy_version,ttl,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_job,"{job_id,recovery_point_arn,backup_vault_arn,resource_type,resource_arn,status,status_message,backup_size,backup_vault_name,backup_options,backup_type,bytes_transferred,completion_date,creation_date,expected_completion_date,iam_role_arn,is_parent,parent_job_id,percent_done,start_by,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ebs_volume_metric_read_ops,"{volume_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_efs_mount_target,"{mount_target_id,file_system_id,life_cycle_state,availability_zone_id,availability_zone_name,ip_address,network_interface_id,owner_id,subnet_id,vpc_id,security_groups,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_redshiftserverless_workgroup,"{workgroup_name,workgroup_id,workgroup_arn,status,base_capacity,max_capacity,creation_date,enhanced_vpc_routing,namespace_name,custom_domain_certificate_arn,patch_version,custom_domain_name,custom_domain_certificate_expiry_time,publicly_accessible,config_parameters,endpoint,security_group_ids,subnet_ids,cross_account_vpcs,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_kms_key,"{id,arn,key_manager,creation_date,aws_account_id,enabled,customer_master_key_spec,description,deletion_date,key_state,key_usage,origin,valid_to,aliases,key_rotation_enabled,policy,policy_std,tags_src,multi_region,multi_region_configuration,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_globalaccelerator_endpoint_group,"{arn,listener_arn,endpoint_descriptions,endpoint_group_region,health_check_interval_seconds,health_check_path,health_check_port,health_check_protocol,port_overrides,threshold_count,traffic_dial_percentage,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssoadmin_managed_policy_attachment,"{permission_set_arn,name,instance_arn,managed_policy_arn,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_guardduty_threat_intel_set,"{name,threat_intel_set_id,detector_id,format,location,status,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_event_subscription,"{cust_subscription_id,customer_aws_id,arn,status,enabled,sns_topic_arn,source_type,subscription_creation_time,event_categories_list,source_ids_list,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_verified_access_group,"{verified_access_group_id,arn,verified_access_instance_id,creation_time,deletion_time,description,last_updated_time,owner,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_account_daily,"{linked_account_id,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dynamodb_metric_account_provisioned_read_capacity_util,"{metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudfront_cache_policy,"{name,id,comment,default_ttl,etag,max_ttl,min_ttl,last_modified_time,parameters_in_cache_key_and_forwarded_to_origin,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_opensearch_domain,"{domain_name,engine_type,domain_id,arn,access_policies,created,deleted,endpoint,endpoint_v2,auto_software_update_enabled,ip_address_type,domain_processing_status,engine_version,processing,upgrade_processing,node_to_node_encryption_options_enabled,advanced_options,advanced_security_options,auto_tune_options,cluster_config,cognito_options,domain_endpoint_options,ebs_options,encryption_at_rest_options,endpoints,log_publishing_options,service_software_options,snapshot_options,change_progress_details,off_peak_window_options,modifying_properties,vpc_options,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecr_registry_scanning_configuration,"{registry_id,scanning_configuration,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_simspaceweaver_simulation,"{name,arn,creation_time,description,status,execution_id,maximum_duration,role_arn,start_error,schema_error,live_simulation_state,logging_configuration,schema_s3_location,snapshot_s3_location,target_status,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_redis_metric_engine_cpu_utilization_hourly,"{cache_cluster_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_function,"{name,arn,code_sha_256,code_size,dead_letter_config_target_arn,description,handler,kms_key_arn,last_modified,timeout,version,package_type,master_arn,memory_size,revision_id,role,runtime,state,state_reason,state_reason_code,last_update_status,last_update_status_reason,last_update_status_reason_code,reserved_concurrent_executions,vpc_id,architectures,code,environment_variables,file_system_configs,ephemeral_storage,policy,policy_std,tracing_config,snap_start,url_config,logging_config,vpc_security_group_ids,vpc_subnet_ids,title,tags,akas,layers,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codestar_notification_rule,"{arn,id,name,resource,detail_type,status,created_by,event_type_id,target_address,created_timestamp,last_modified_timestamp,event_types,targets,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_multipart_upload,"{bucket_name,key,upload_id,initiated,storage_class,initiator_id,initiator_display_name,owner_id,owner_display_name,region,title,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_neptune_db_cluster_snapshot,"{db_cluster_snapshot_identifier,db_cluster_snapshot_arn,snapshot_type,status,db_cluster_identifier,cluster_create_time,allocated_storage,snapshot_create_time,percent_progress,source_db_cluster_snapshot_arn,engine,engine_version,iam_database_authentication_enabled,kms_key_id,license_model,master_username,port,storage_encrypted,vpc_id,storage_type,availability_zones,db_cluster_snapshot_attributes,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_security_group,"{group_name,group_id,arn,description,vpc_id,owner_id,ip_permissions,ip_permissions_egress,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eks_addon,"{addon_name,arn,cluster_name,addon_version,configuration_values,owner,publisher,status,created_at,modified_at,service_account_role_arn,marketplace_information,health_issues,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_transit_gateway,"{transit_gateway_id,transit_gateway_arn,state,owner_id,description,creation_time,amazon_side_asn,association_default_route_table_id,auto_accept_shared_attachments,default_route_table_association,default_route_table_propagation,dns_support,multicast_support,propagation_default_route_table_id,vpn_ecmp_support,cidr_blocks,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_alias,"{name,function_name,alias_arn,function_version,revision_id,description,policy,policy_std,url_config,routing_config,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_server_certificate,"{name,arn,server_certificate_id,expiration,certificate_body,certificate_chain,path,upload_date,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_directory_bucket,"{name,arn,creation_date,policy,policy_std,lifecycle_rules,server_side_encryption_configuration,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_oam_link,"{id,arn,sink_arn,label,label_template,resource_types,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
